,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
872,51633,20,hybrid,1000,216,Oman,gamma,1014509.3912415747,1560.0,1013030.9705367836,362,29.98211,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
873,51633,20,hybrid,1000,216,Mozambique,beta,781840.4696114616,1121.728,780974.8683122391,567,22.177069,0.016,1.0,0.016,1.0,3.3659999999999997
874,51633,20,hybrid,1000,216,Oman,gamma,1015910.6213580567,1320.0,1014665.9405542132,185,30.002155,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
875,51633,20,hybrid,1000,216,Gambia,gamma,997437.447663411,1180.0,996182.2220296876,779,22.178333,0.016,2.05,0.032799999999999996,1.0,7.228999999999999
876,51633,20,hybrid,1000,216,Oman,alpha,1004690.3200414176,1400.0,1003220.6536085691,626,29.9695,0.016,1.67,0.02672,1.0,7.0169999999999995
877,51633,20,hybrid,1000,216,Oman,gamma,1015189.8343689342,1480.0,1013757.5877145577,855,29.8993,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
878,51633,20,hybrid,1000,216,Bangladesh,delta,992799.9787878332,2380.0,990252.1208901466,308,30.037468,0.016,2.2,0.0352,1.0,3.4690000000000003
879,51633,20,hybrid,1000,216,Gambia,alpha,980704.3844509044,1280.0000000000002,979467.0479198802,479,22.109463,0.016,1.67,0.02672,1.0,7.228999999999999
880,51633,20,hybrid,1000,216,Oman,alpha,1005107.1688560992,1340.0,1003809.7000153234,834,30.006914,0.016,1.67,0.02672,1.0,7.0169999999999995
881,51633,20,hybrid,1000,216,Bangladesh,delta,991853.6264492989,3060.0,988814.6933927827,462,30.13347,0.016,2.2,0.0352,1.0,3.4690000000000003
882,51633,20,hybrid,1000,216,Mozambique,beta,785156.6502499647,900.0,784130.1895241338,191,22.470785,0.016,1.0,0.016,1.0,3.3659999999999997
883,51633,20,hybrid,1000,216,Mozambique,beta,788524.7211578548,800.0,787720.1321263846,412,22.284384,0.016,1.0,0.016,1.0,3.3659999999999997
884,51633,20,hybrid,1000,216,Oman,beta,954138.0233911532,1200.0,952807.3355660765,40,29.906736,0.016,1.0,0.016,1.0,7.0169999999999995
885,51633,20,hybrid,1000,216,Gambia,alpha,981912.3106847806,1060.0,980949.7805479493,418,22.336803,0.016,1.67,0.02672,1.0,7.228999999999999
886,51633,20,hybrid,1000,216,Oman,gamma,1015264.4595641055,1440.0,1013964.5723412856,336,30.06904,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
887,51633,20,hybrid,1000,216,Oman,beta,954034.1055160777,1120.0,953032.7387703371,153,29.800726,0.016,1.0,0.016,1.0,7.0169999999999995
888,51633,20,hybrid,1000,216,Oman,delta,1016345.8992873665,1340.0,1015037.453396295,536,29.973776,0.016,2.2,0.0352,1.0,7.0169999999999995
889,51633,20,hybrid,1000,216,Gambia,alpha,979534.4335343575,988.8806919753961,978472.7280050932,274,22.00292,0.016,1.67,0.02672,1.0,7.228999999999999
890,51633,20,hybrid,1000,216,Bangladesh,delta,991886.3079688777,2940.0,989052.4364446602,272,30.207823,0.016,2.2,0.0352,1.0,3.4690000000000003
891,51633,20,hybrid,1000,216,Mozambique,beta,787827.8445713446,1160.0,786649.0420076372,681,22.308668,0.016,1.0,0.016,1.0,3.3659999999999997
892,51633,20,hybrid,1000,216,Mozambique,delta,963252.8250593008,1320.0,961819.8804819868,233,22.333052,0.016,2.2,0.0352,1.0,3.3659999999999997
893,51633,20,hybrid,1000,216,Oman,delta,1017444.7502604211,1740.0,1015862.8874025162,878,29.949335,0.016,2.2,0.0352,1.0,7.0169999999999995
894,51633,20,hybrid,1000,216,Mozambique,gamma,952252.67516478,1060.0000000000002,951405.1206152701,908,22.350636,0.016,2.05,0.032799999999999996,1.0,3.3659999999999997
895,51633,20,hybrid,1000,216,Bangladesh,delta,993844.3138551172,2574.5369508462013,991313.407679603,65,30.116108,0.016,2.2,0.0352,1.0,3.4690000000000003
896,51633,20,hybrid,1000,216,Bangladesh,alpha,969486.6312317138,2600.0,966688.8116128324,424,30.222649,0.016,1.67,0.02672,1.0,3.4690000000000003
897,51633,20,hybrid,1000,216,Mozambique,beta,788170.80792783,1240.0,787191.7909151218,98,22.330833,0.016,1.0,0.016,1.0,3.3659999999999997
898,51633,20,hybrid,1000,216,Mozambique,gamma,951231.5210147991,1420.0,949996.4737671549,453,22.3005,0.016,2.05,0.032799999999999996,1.0,3.3659999999999997
899,51633,20,hybrid,1000,216,Bangladesh,delta,991922.2479797758,2780.0,989235.1792347778,645,30.096289,0.016,2.2,0.0352,1.0,3.4690000000000003
900,51633,20,hybrid,1000,216,Oman,gamma,1015391.1334235425,1600.0,1013756.6298562882,588,29.956844,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
901,51633,20,hybrid,1000,216,Gambia,beta,894660.0041133332,1040.0,893747.8603030499,922,22.038794,0.016,1.0,0.016,1.0,7.228999999999999
902,51633,20,hybrid,1000,216,Mozambique,beta,780794.3491995098,1000.0,779914.9100374491,587,22.161657,0.016,1.0,0.016,1.0,3.3659999999999997
903,51633,20,hybrid,1000,216,Gambia,alpha,979962.2658860781,1060.0,978588.4965814792,220,22.204144,0.016,1.67,0.02672,1.0,7.228999999999999
904,51633,20,hybrid,1000,216,Bangladesh,delta,994390.7441473459,2880.0,991399.5860626874,169,30.311382,0.016,2.2,0.0352,1.0,3.4690000000000003
905,51633,20,hybrid,1000,216,Bangladesh,delta,993696.0112265649,2560.0,991296.7102490873,428,30.19468,0.016,2.2,0.0352,1.0,3.4690000000000003
906,51633,20,hybrid,1000,216,Mozambique,beta,781687.2010504233,948.916100448256,781079.3465989962,6,22.196218,0.016,1.0,0.016,1.0,3.3659999999999997
907,51633,20,hybrid,1000,216,Oman,gamma,1014641.8921344171,1280.0,1013155.9429611855,487,29.840706,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
908,51633,20,hybrid,1000,216,Gambia,alpha,982849.840185273,1000.0,982021.6114403885,424,22.255527,0.016,1.67,0.02672,1.0,7.228999999999999
909,51633,20,hybrid,1000,216,Oman,alpha,1007351.4949698146,1380.0,1005959.8635428592,820,29.851744,0.016,1.67,0.02672,1.0,7.0169999999999995
910,51633,20,hybrid,1000,216,Oman,alpha,1005390.0535969355,1500.0,1004042.2797804523,661,29.949913,0.016,1.67,0.02672,1.0,7.0169999999999995
911,51633,20,hybrid,1000,216,Gambia,alpha,982183.9780028984,1260.0,980998.013905329,335,22.36642,0.016,1.67,0.02672,1.0,7.228999999999999
912,51633,20,hybrid,1000,216,Bangladesh,delta,991686.5053689117,2920.0,988815.8930557694,838,30.146292,0.016,2.2,0.0352,1.0,3.4690000000000003
913,51633,20,hybrid,1000,216,Oman,gamma,1013991.165086882,1440.0,1012496.5551842925,133,29.87127,0.016,2.05,0.032799999999999996,1.0,7.0169999999999995
914,51633,20,hybrid,1000,216,Gambia,alpha,982160.0608360667,1180.0,981067.683782752,884,22.333225,0.016,1.67,0.02672,1.0,7.228999999999999
915,51633,20,hybrid,1000,216,Gambia,alpha,983414.5962735427,1060.0,982393.8530091202,152,22.28708,0.016,1.67,0.02672,1.0,7.228999999999999
916,51633,20,hybrid,1000,216,Bangladesh,alpha,969770.4606107315,3040.0,966726.7189322631,825,30.167696,0.016,1.67,0.02672,1.0,3.4690000000000003
917,51633,20,hybrid,1000,216,Mozambique,beta,789767.622797664,1086.37341696,788803.801799935,612,22.341303,0.016,1.0,0.016,1.0,3.3659999999999997
918,51633,20,hybrid,1000,216,Mozambique,alpha,921565.8292869781,1020.0,920287.4732591325,372,22.300898,0.016,1.67,0.02672,1.0,3.3659999999999997
919,51633,20,hybrid,1000,216,Oman,alpha,1004484.6590107587,1580.0,1002979.3010494016,253,29.937403,0.016,1.67,0.02672,1.0,7.0169999999999995
920,51633,20,hybrid,1000,216,Oman,delta,1017275.6616249615,1300.0,1016104.9254973348,903,29.974064,0.016,2.2,0.0352,1.0,7.0169999999999995
921,51633,20,hybrid,1000,216,Mozambique,beta,792137.1685014253,866.1917364224,791183.8683733147,734,22.338974,0.016,1.0,0.016,1.0,3.3659999999999997
922,51633,20,hybrid,1000,216,Bangladesh,delta,994529.9700049828,2260.0,992166.8589408032,544,30.148975,0.016,2.2,0.0352,1.0,3.4690000000000003
